,제목,날짜,작성일,작성자,댓글
379,"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,2021-04-12 19:41:08,한***우,세상에나 저분이 대통령이 된다굽쇼??
380,"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,2021-04-12 19:37:55,조***영,대선주자 1위가... 대한민국을 위해 무엇을 했는지 도무지 알 수가 없으니... 쩝...
381,"[JTBC 여론조사]재보선 이후 첫조사, 윤석열 36.3%, 이재명 23.5%, 이낙연 12.3%",2021-04-12 19:06:00,2021-04-12 19:24:28,1***y,그만 좀 띄워 개역겨워
382,"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,2021-04-14 07:57:33,박***3,"답은 명확합니다.
이낙연입니다.
호불호는 순간이구요.
사람의 됨됨이가 최종 답안입니다.
우리는 이낙연이라면
믿고 갑시다."
383,"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,2021-04-13 19:20:01,f***7,대한민국 20~30프로 극좌익 설문조사 ㅋㅋㅋ
384,"[JTBC 여론조사②] ""대통령감 절대 아니다"" 1위도 윤석열",2021-04-13 17:56:00,2021-04-13 19:14:58,정***훈,"니들이 싫다고 해 봐야 대세는 변하지 않는다. 우리나라는 일부 강성 민주당 지지자들의 나라가 아니다. 중도의 의견이 제일 중요하고, 그들의 의견이 곧 국가의 길이 된다."
385,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 11:07:35,s***9,"법쟁이 다운 멍멍소리

국개에서 판사 검사 출신과 변호사는 이제 그만 찍어주자

저자들은 도무지 시끄러워 서 꼴 보기 싫다

깜빵에서 밥먹어야 할 자 가"
386,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 09:32:20,린***프,김기현이는 수사를 제대로 했다면 비리혐의로 감옥에 있어야 할 놈으로 보이는데 주둥이는 마구 놀리네
387,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 09:15:56,y***6,국민의힘은 이번 보선을 7%의 지지율로 이긴것이다.워낙 민주당의 오만과독선이 부른 결과와 안철수대표를 비롯한 중도표심의 결과이다...자만은 금물 이다..완전히 냄새가 나지 않는 개혁이 필요 하다...그래야..윤석열 온다...3세력의 태동을 항상 염두에둬야 한다...
388,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 08:16:59,솔***몰,"이넘이나 저넘이나 또라이 같은 말만 하냐
저들은 어떤 유전자를 타고 나서 주동이만 벌리면 협박하고 비랄하냐
토착왜구 유전잔가"
389,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 07:06:18,c***2,왜구놈들... 국민적 저항...? 니들이 그 자리 차지 했을때.. 언떤 개지롤들을 했는지 국민이 다 안다... 계속 깝쳐라.. 그래야..다음에도 폭망하지?
390,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 07:02:19,김***기,자기동네가서 정치해~ 보기 싫어 듣기 싫어 쌈쟁이 무능력한 국민의 짐
391,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 06:18:47,최***호,직을 이용한 범죄자가 감옥 가는것이 국격이 떨어진다고? 저런 천박한 범죄자 둘이 국격을 떨어 뜨린거 아니냐? 그래서 당신도 그나물에 그밥인거야! 더럽고 추하고 미천한 ... !
392,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-05-01 00:49:16,J***k,"개소 리 한다 싶어 보면 항상 개 상 디 언 !
독립해라 개상민국으로!"
393,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-04-30 23:18:54,H***s,"원조성범죄부패당주제에...., 법사자리뺏었아, 면죄부받을 생각인가?
이멍닭근녜시절, 검사들이 저지른 범죄부터 단죄해라."
394,"[인터뷰] 김기현 ""민주당, 법사위원장 반환 않으면 강력 저항 받을 것""",2021-04-30 20:39:00,2021-04-30 21:26:58,가***이,"뭐냐 ㅋㅋㅋ
원내대표 되면 법사위원장자리 지들에게 줘야되
지금것 단한번도 협조라는걸 안한 ㅆㄲ들이 이제 저항을 하신다네 ㅎㅎ"
395,"'야당 압승' 선거…'뚝' 떨어진 윤석열 지지율, 왜?",2021-04-08 20:08:00,2021-04-12 21:48:53,울***져,븅신들 빼고는 다 안다. 여론 조작질
396,"'야당 압승' 선거…'뚝' 떨어진 윤석열 지지율, 왜?",2021-04-08 20:08:00,2021-04-09 08:44:07,S***N,반사이익.... 민주당이 마음에 안들어서 윤씨를 지지했는데. 이번 재보궐에서 심판했으니 이제 윤씨는 필요 없어진거지... 국민들 수준이 높아....
397,"'야당 압승' 선거…'뚝' 떨어진 윤석열 지지율, 왜?",2021-04-08 20:08:00,2021-04-09 04:34:49,김***건,용도폐기. 윤짜장. ㅋ ㅋ
398,"'야당 압승' 선거…'뚝' 떨어진 윤석열 지지율, 왜?",2021-04-08 20:08:00,2021-04-09 04:15:47,B***E,도둑의 소굴로 겨들어가서 나라를 또 난장판으로 만들려고?
399,"'야당 압승' 선거…'뚝' 떨어진 윤석열 지지율, 왜?",2021-04-08 20:08:00,2021-04-09 01:23:29,S***3,하아.... 저 깡패색히.....
400,"'백신' 각 세우는 이재명·정세균…진중권, 이번엔 '어대명'?",2021-04-29 19:47:00,2021-04-30 07:16:36,c***2,진준권? 뭐 하는 놈인데.. 자꾸 나오니? 지가 김문수 인 줄 알아..ㅋㅋㅋㅋㅋ
401,"[인터뷰] 정세균 ""대선 출마 위해 재보선 뒤 총리 사임…대통령께 오래전 양해받아""",2021-04-19 21:14:00,2021-04-20 11:00:04,김***기,"고생은 정세균,문재인등 몇분이 하시고
달콤한 열매는 이상직, 김우남, 김어준등 잡배들이 따먹고 있네.

역사를 봐도 어디나 그럽 잡배들이 꼬이기 마련!"
402,"[인터뷰] 정세균 ""대선 출마 위해 재보선 뒤 총리 사임…대통령께 오래전 양해받아""",2021-04-19 21:14:00,2021-04-20 02:31:37,홍***락,성낭 민심은 저버리고 대선출마라...
403,"청년 이슈로 발동 건 윤석열...측근 ""2030 분노는 기회 박탈 때문""",2021-04-13 12:58:00,2021-04-13 13:35:52,1***y,"이건뭐 완전 조중동 수준의 기사잖아 ㅋㅋㅋ
전국민이 다 아는 장모 마누라 의혹은 쏙 빼고 ㅋㅋㅋ
KBS도 마누라가 유부남 검사랑 여행간거 보도했다
JTBC는 이제 끝이다
퉤"
404,"청년 이슈로 발동 건 윤석열...측근 ""2030 분노는 기회 박탈 때문""",2021-04-13 12:58:00,2021-04-13 13:31:56,1***y,니 장모 수백억 사기 의혹이나 좀 말해봐라
405,"청년 이슈로 발동 건 윤석열...측근 ""2030 분노는 기회 박탈 때문""",2021-04-13 12:58:00,2021-04-13 13:24:32,c***2,니 장모가 사기치고.. 투기하고... 그래서 청년들이 못사는 거야.. 양아치들 덕분에...
406,"""1주일에 1천여만원 든다는데""…윤석열 '러브콜' 시작한 국민의힘",2021-04-09 13:52:00,2021-04-09 16:16:12,김***기,"(외톨이참새)
석열이에게 러브콜을 보낸다고 ?
나의 아이디댓글을 본 댓글러들은 잘알고있을것이다.
불과1년전만 하여도 진보댓글을 썼었다는것을...
하지만 문통정치에 구역질이나서 수꼴로 돌아섰었지.
하지만 야당에 아무리 인물이 없기로서니... 석열이는 너무 아니지.
그건 스스로 무덤을 파는격이야....
남의부모가 자기자식이 말을 잘안듣는다고 이웃사람에게 혼구녕을 내주라고 한다고... 진짜로 눈치없이 때리냐 !! 이 멍청들아...."
407,"""1주일에 1천여만원 든다는데""…윤석열 '러브콜' 시작한 국민의힘",2021-04-09 13:52:00,2021-04-09 15:59:16,y***6,진심의 정치는 안대표의 정치철학이다...그래야 지지 를 받는다....
408,[비하인드+] 진중권 vs 김용민 '똘마니 논란' 소송 결말은,2021-04-25 20:19:00,2021-04-26 12:14:57,c***2,정치인도 아니고.. 학자도 아니고.. 그냥 그런 인간이... 사람들 관심 좀 받으려고 애쓴다.. 불쌍하다..
409,"[인터뷰] 김종인 ""대선 의지 비춘 안철수, 정권교체 장애요인 될 수도""",2021-03-24 21:35:00,2021-03-25 07:50:49,c***2,벌써.. 안철수 팽 시킬라고 준비하네.. 철수야..세상 사람 다 믿어도..저 왜구들은 믿지마라.. 뭐 근데 너도 그쪽 출신이라 왜구의 피가 흐르는 거 같더구만... 니 눈엔 이명박 박근혜 떨거지들이 정권을 잡아야 세상이 좋아 지곘니... 그게 니가 생각하는 중도야? 그래서 너를 초딩이라 하는거야... 고향가서 형준이나 뽑아라.. 열라 해 쳐 먹게...
410,"[인터뷰] 김종인 ""대선 의지 비춘 안철수, 정권교체 장애요인 될 수도""",2021-03-24 21:35:00,2021-03-25 04:54:50,경정***,왜 이런사람을 취재해서 의견묻고 그래? 제발 4월8일에 예정대로 물러나서 다시는 나오지마라
411,"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,2021-04-02 19:05:32,c***2,정치 검찰 소리듣기 싫다면..정치와는 거리를 둬야 할 텐데.. 집안이 사기꾼이라.. 저급한 인간이 하는 짓이란....
412,"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,2021-04-02 17:53:27,r***K,"검찰총장이 자기 편 안들어준다고 '정치검찰'이라 비난하면서, 정치할거면 총장직 내려놓고 하라고 함. 그래서 정치하려고 총장직 내려놓으니 이 엄중한 시기에 사퇴나하고 무책임하다고 난리침. 이번에는 국민으로서 투표행사하는 데 정치색 들어낸다고 난리~"
413,"윤석열 퇴임 후 첫 공개일정은 사전투표, 해석 분분",2021-04-02 15:42:00,2021-04-02 16:52:02,최***채,조용히 투표했으면 이미지가 좋았을텐데 아직도 영웅심을 갖고 있네요 인생사가 항상 순탄한것 아닙니다
414,"[인터뷰] 정세균 총리 ""윤석열, 정치하는 사람 모습…대통령께 거취 건의할 수도""",2021-03-03 21:13:00,2021-03-04 05:29:46,g***0,"선출직 공무원, 정무직 공무원도 아닌 검찰총장이 마음껏 공무원의 정치중립의무를 위반하고 있는 것을 역으로 이용하는 문대통령의 행동, 이제는 국민을 더 피로하게 해서는 않될 것으로 생각합니다."
415,"'침묵' 청와대, 국정 운영 차질 우려…대선 국면 가나",2021-04-08 08:06:00,2021-04-08 11:05:37,安***],"누가 뭐래도 문제인 대통령님 덕분에 나라가 나라 다워 졌다.

국민모두가 과거를 잃으면 군사독재시대로 회계할수 있음을 명심 하시길..........."
416,"'침묵' 청와대, 국정 운영 차질 우려…대선 국면 가나",2021-04-08 08:06:00,2021-04-08 10:49:09,d***8,솔직히 LH는 어느당이 집권하던 터질문제였음.. 아직도 숨어있는 적폐가 있다. 없을 리가 없지. 앞으로 계속 적폐 없애나가자
417,"'침묵' 청와대, 국정 운영 차질 우려…대선 국면 가나",2021-04-08 08:06:00,2021-04-08 10:37:16,安***],"누가 뭐래도 문제인 대통령님 덕분에 나라가 나라 다워 졌다.

국민모두가 과거를 잃으면 군사독재시대로 회계할수 있음을 명심 하시길..........."
418,"'침묵' 청와대, 국정 운영 차질 우려…대선 국면 가나",2021-04-08 08:06:00,2021-04-08 09:43:17,y***y,현명한 국민이 정치 지도자들을 리드해야만 한다. 오만방자 & 불손한 여당의 태도에 대한 국민의 회초리다. 재보궐선거 결과를 보고 깨달고 국민의 눈 높이로 볼수있기를 바란다. 다시한번 정권을 잡고 싶다면 정부여당을 통렬한 자기반성의 자세로 취해야 할것이라 생각한다. 왜? 야당이 잘해서 표를준게 아니라 여당이 못해서 야당에 표를 준것이기 때문에!!
419,"문 대통령, 윤석열 면직안 재가…여 '때리기' 야 '손짓'",2021-03-05 18:41:00,2021-03-17 23:11:49,강***우,"윤석열 관심 안주면 지지율 떨어질텐데 때리면 지지율이 올라가잔아.
난 그렇게 생각한다.
윤석열 화이팅!"
420,[비하인드+] 본격 표심 공략 나선 민주당…'이대남을 잡아라',2021-04-18 20:35:00,2021-04-19 12:50:05,c***1,"박용진 의원, 난 자네를 지금까지 지지해왔으나, 자네가 조국 장관에 대해 하는 말을 들어보면, 자네는 윤석열 패거리에 불과하네. 저들의 조작과 음모에 희생된, 검찰개혁과 나라를 위해 일해온 분을 네놈은 능멸하고, 네놈이 윤석열 꼬붕에 불과함을 스스로 인증했네. 네놈은 민주당 대통령 후보는 고사하고, 민주주의를 말할 자격도 없는 적폐세력의 얼굴마담이 되고 말았네. 썩어빠진 놈아, 모든 것 그만두고 민주당에서 나가라!!!"
421,"[단독]JTBC 2차 여론조사 오세훈 57.1%, 박영선 36.1%...적극투표층 격차는 줄었다",2021-04-01 17:06:00,2021-04-01 18:45:54,f***7,아직도 지대가리 깨면서 지대가리 골수까지 빨아먹는애들을 잘못된 신념만 앞세워 지지하는 사람들 많네 ㅋㅋㅋ 풉
422,"뒤돌아선 김종인, 국민의힘 향해 말폭탄 '융단 폭격'",2021-04-20 19:15:00,2021-04-21 07:04:48,(***랑,김종인! 그럼 당신은 지금껏 흙탕물에서 지내고 있었군요?^^설마 흙탕물을 깨끗한 정수로 바꾸려 있었던건가요?걸레는 빨아도 걸레란 말 모르셨나요?
423,"[이슈체크] 작심 인터뷰, 대구행…윤석열은 '계획'이 있었다?",2021-03-04 20:10:00,2021-03-08 12:21:33,0***3,대구행 갔다는 자체가 쓰레기지~
424,"윤석열 행보, 어디든 '윤석열'이라지만…주목받는 안철수와 연결고리",2021-03-11 15:32:00,2021-03-11 16:30:40,1***y,기레기들은 이런 윤비어천가 진짜 쪽팔리지도 않냐?
425,대선 1년 앞둔 '전초전'…존재감 드러내는 '잠룡들',2021-03-27 19:30:00,2021-03-28 10:09:29,y***6,이번 서울 보선은 실패한 전서울 시장이 출마했음에도--국힘에 유리한것은 안철수와손을 잡고 선거에 임했고--둘째는 민주당의원 의 숫자로의 오만과독선이부른--부동산정책의 실패에 있다고 본다.
426,"다음 대통령은? ""이재명 25%, 윤석열 23%""",2021-03-18 15:54:00,2021-04-01 15:00:16,c***2,장모.. 마누라 사식이나 준비해라.. 범죄자 집안
427,"다음 대통령은? ""이재명 25%, 윤석열 23%""",2021-03-18 15:54:00,2021-03-18 17:35:47,무***심,조금 더 있으면 기름기 쫘`악 빠지지 않을까 생각된다
428,"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,2021-03-26 18:03:39,장***주,"k방역을 착각이라고 하면 세월호 사례와 견주어보면 되고, 안철수는 글타치고 파리운운하는것은 또 한번 인기에 끼어드는 파리 골라내는 것을 맡겨주도록 무언중 의사표시이다 자기pr시대 녹슬지 않은 정치감각 목적을 달성하고 떠날줄 아는자. 그래도 양지를 찿아 한번더 앉을려는 유세가로 부족함이 없는 위인이다. 안00, 홍00 장00 이들은 이들은 김종인위원장에 훨씬 미치지 못한다."
429,"'말하는대로' 이뤄진 김종인, 이번엔 ""오세훈 5~7%p 차로 이길 것""",2021-03-26 11:44:00,2021-03-26 17:27:53,임***식,"김칫국 드링킹 이야~~~ 국짐 조금 좋다고 바로 콧대봐라. 부동산/전광훈 5세 훈이, 부동산/입시비리/개인불법사찰 형주니 데리고 부끄러운 줄도 모르고 자랑질이네;;"
